date,ticker,adj_close,close,volume,market_cap
2021-05-12,AAPL,119.67028045654297,122.7699966430664,112172300,5000000000000.0
2021-05-13,AAPL,121.81474304199219,124.97000122070312,105861300,5000000000000.0
2021-05-14,AAPL,124.23211669921875,127.44999694824219,81918000,5000000000000.0
2021-05-17,AAPL,123.08192443847656,126.2699966430664,74244600,5000000000000.0
2021-05-18,AAPL,121.69776916503906,124.8499984741211,63342900,5000000000000.0
2021-05-19,AAPL,121.54180908203125,124.69000244140625,92612000,5000000000000.0
2021-05-20,AAPL,124.09565734863281,127.30999755859375,76857100,5000000000000.0
2021-05-21,AAPL,122.26312255859375,125.43000030517578,79295400,5000000000000.0
2021-05-24,AAPL,123.8909683227539,127.0999984741211,63092900,5000000000000.0
2021-05-25,AAPL,123.6960220336914,126.9000015258789,72009500,5000000000000.0
2021-05-26,AAPL,123.64728546142578,126.8499984741211,56575900,5000000000000.0
2021-05-27,AAPL,122.11691284179688,125.27999877929688,94625600,5000000000000.0
2021-05-28,AAPL,121.46382904052734,124.61000061035156,71311100,5000000000000.0
2021-06-01,AAPL,121.14216613769531,124.27999877929688,67637100,5000000000000.0
2021-06-02,AAPL,121.90247344970703,125.05999755859375,59278900,5000000000000.0
2021-06-03,AAPL,120.42085266113281,123.54000091552734,76229200,5000000000000.0
2021-06-04,AAPL,122.71153259277344,125.88999938964844,75169300,5000000000000.0
2021-06-07,AAPL,122.72126770019531,125.9000015258789,71057600,5000000000000.0
2021-06-08,AAPL,123.54004669189453,126.73999786376953,74403800,5000000000000.0
2021-06-09,AAPL,123.92021179199219,127.12999725341797,56877900,5000000000000.0
2021-06-10,AAPL,122.92597961425781,126.11000061035156,71186400,5000000000000.0
2021-06-11,AAPL,124.13465881347656,127.3499984741211,53522400,5000000000000.0
2021-06-14,AAPL,127.18563842773438,130.47999572753906,96906500,5000000000000.0
2021-06-15,AAPL,126.36685180664062,129.63999938964844,62746300,5000000000000.0
2021-06-16,AAPL,126.86394500732422,130.14999389648438,91815000,5000000000000.0
2021-06-17,AAPL,128.46255493164062,131.7899932861328,96721700,5000000000000.0
2021-06-18,AAPL,127.16613006591797,130.4600067138672,108953300,5000000000000.0
2021-06-21,AAPL,128.95970153808594,132.3000030517578,79663300,5000000000000.0
2021-06-22,AAPL,130.59722900390625,133.97999572753906,74783600,5000000000000.0
2021-06-23,AAPL,130.32432556152344,133.6999969482422,60214200,5000000000000.0
2021-06-24,AAPL,130.04164123535156,133.41000366210938,68711000,5000000000000.0
2021-06-25,AAPL,129.74923706054688,133.11000061035156,70783700,5000000000000.0
2021-06-28,AAPL,131.37710571289062,134.77999877929688,62111300,5000000000000.0
2021-06-29,AAPL,132.88792419433594,136.3300018310547,64556100,5000000000000.0
2021-06-30,AAPL,133.50201416015625,136.9600067138672,63261400,5000000000000.0
2021-07-01,AAPL,133.80418395996094,137.27000427246094,52485800,5000000000000.0
2021-07-02,AAPL,136.42623901367188,139.9600067138672,78852600,5000000000000.0
2021-07-06,AAPL,138.4342803955078,142.02000427246094,108181800,5000000000000.0
2021-07-07,AAPL,140.9198760986328,144.57000732421875,104911600,5000000000000.0
2021-07-08,AAPL,139.62347412109375,143.24000549316406,105575500,5000000000000.0
2021-07-09,AAPL,141.44625854492188,145.11000061035156,99890800,5000000000000.0
2021-07-12,AAPL,140.85165405273438,144.5,76299700,5000000000000.0
2021-07-13,AAPL,141.96286010742188,145.63999938964844,100827100,5000000000000.0
2021-07-14,AAPL,145.38424682617188,149.14999389648438,127050800,5000000000000.0
2021-07-15,AAPL,144.73117065429688,148.47999572753906,106820300,5000000000000.0
2021-07-16,AAPL,142.6939697265625,146.38999938964844,93251400,5000000000000.0
2021-07-19,AAPL,138.8533935546875,142.4499969482422,121434600,5000000000000.0
2021-07-20,AAPL,142.45999145507812,146.14999389648438,96350000,5000000000000.0
2021-07-21,AAPL,141.72894287109375,145.39999389648438,74993500,5000000000000.0
2021-07-22,AAPL,143.0935821533203,146.8000030517578,77338200,5000000000000.0
2021-07-23,AAPL,144.8091278076172,148.55999755859375,71447400,5000000000000.0
2021-07-26,AAPL,145.22830200195312,148.99000549316406,72434100,5000000000000.0
2021-07-27,AAPL,143.0643310546875,146.77000427246094,104818600,5000000000000.0
2021-07-28,AAPL,141.31951904296875,144.97999572753906,118931200,5000000000000.0
2021-07-29,AAPL,141.96286010742188,145.63999938964844,56699500,5000000000000.0
2021-07-30,AAPL,142.17733764648438,145.86000061035156,70440600,5000000000000.0
2021-08-02,AAPL,141.84593200683594,145.52000427246094,62880000,5000000000000.0
2021-08-03,AAPL,143.639404296875,147.36000061035156,64786600,5000000000000.0
2021-08-04,AAPL,143.2397918701172,146.9499969482422,56368300,5000000000000.0
2021-08-05,AAPL,143.34701538085938,147.05999755859375,46397700,5000000000000.0
2021-08-06,AAPL,142.66371154785156,146.13999938964844,54126800,5000000000000.0
2021-08-09,AAPL,142.6148681640625,146.08999633789062,48908700,5000000000000.0
2021-08-10,AAPL,142.1365203857422,145.60000610351562,69023100,5000000000000.0
2021-08-11,AAPL,142.39035034179688,145.86000061035156,48493500,5000000000000.0
2021-08-12,AAPL,145.34823608398438,148.88999938964844,72282600,5000000000000.0
2021-08-13,AAPL,145.55325317382812,149.10000610351562,59375000,5000000000000.0
2021-08-16,AAPL,147.5251922607422,151.1199951171875,103296000,5000000000000.0
2021-08-17,AAPL,146.6173095703125,150.19000244140625,92229700,5000000000000.0
2021-08-18,AAPL,142.87841796875,146.36000061035156,86326000,5000000000000.0
2021-08-19,AAPL,143.2103271484375,146.6999969482422,86960300,5000000000000.0
2021-08-20,AAPL,144.66490173339844,148.19000244140625,60549600,5000000000000.0
2021-08-23,AAPL,146.14874267578125,149.7100067138672,60131800,5000000000000.0
2021-08-24,AAPL,146.06088256835938,149.6199951171875,48606400,5000000000000.0
2021-08-25,AAPL,144.83087158203125,148.36000061035156,58991300,5000000000000.0
2021-08-26,AAPL,144.0303955078125,147.5399932861328,48597200,5000000000000.0
2021-08-27,AAPL,145.06517028808594,148.60000610351562,55802400,5000000000000.0
2021-08-30,AAPL,149.47763061523438,153.1199951171875,90956700,5000000000000.0
2021-08-31,AAPL,148.2183074951172,151.8300018310547,86453100,5000000000000.0
2021-09-01,AAPL,148.88214111328125,152.50999450683594,80313700,5000000000000.0
2021-09-02,AAPL,149.9949951171875,153.64999389648438,71115500,5000000000000.0
2021-09-03,AAPL,150.62957763671875,154.3000030517578,57808700,5000000000000.0
2021-09-07,AAPL,152.96270751953125,156.69000244140625,82278300,5000000000000.0
2021-09-08,AAPL,151.4202880859375,155.11000061035156,74420200,5000000000000.0
2021-09-09,AAPL,150.405029296875,154.07000732421875,57305700,5000000000000.0
2021-09-10,AAPL,145.42636108398438,148.97000122070312,140893200,5000000000000.0
2021-09-13,AAPL,145.99253845214844,149.5500030517578,102404300,5000000000000.0
2021-09-14,AAPL,144.59658813476562,148.1199951171875,109296300,5000000000000.0
2021-09-15,AAPL,145.48492431640625,149.02999877929688,83281300,5000000000000.0
2021-09-16,AAPL,145.25062561035156,148.7899932861328,68034100,5000000000000.0
2021-09-17,AAPL,142.58555603027344,146.05999755859375,129868800,5000000000000.0
2021-09-20,AAPL,139.53977966308594,142.94000244140625,123478900,5000000000000.0
2021-09-21,AAPL,140.0181427001953,143.42999267578125,75834000,5000000000000.0
2021-09-22,AAPL,142.38055419921875,145.85000610351562,76404300,5000000000000.0
2021-09-23,AAPL,143.33726501464844,146.8300018310547,64838200,5000000000000.0
2021-09-24,AAPL,143.4251251220703,146.9199981689453,53477900,5000000000000.0
2021-09-27,AAPL,141.9119873046875,145.3699951171875,74150700,5000000000000.0
2021-09-28,AAPL,138.53427124023438,141.91000366210938,108972300,5000000000000.0
2021-09-29,AAPL,139.4324493408203,142.8300018310547,74602000,5000000000000.0
2021-09-30,AAPL,138.13401794433594,141.5,89056700,5000000000000.0
2021-10-01,AAPL,139.25672912597656,142.64999389648438,94639600,5000000000000.0
2021-10-04,AAPL,135.8302001953125,139.13999938964844,98322000,5000000000000.0
2021-10-05,AAPL,137.7533416748047,141.11000061035156,80861100,5000000000000.0
2021-10-06,AAPL,138.6221923828125,142.0,83221100,5000000000000.0
2021-10-07,AAPL,139.88145446777344,143.2899932861328,61732700,5000000000000.0
2021-10-08,AAPL,139.50074768066406,142.89999389648438,58773200,5000000000000.0
2021-10-11,AAPL,139.41287231445312,142.80999755859375,64452200,5000000000000.0
2021-10-12,AAPL,138.1437530517578,141.50999450683594,73035900,5000000000000.0
2021-10-13,AAPL,137.55807495117188,140.91000366210938,78762700,5000000000000.0
2021-10-14,AAPL,140.34027099609375,143.75999450683594,69907100,5000000000000.0
2021-10-15,AAPL,141.39459228515625,144.83999633789062,67940300,5000000000000.0
2021-10-18,AAPL,143.06390380859375,146.5500030517578,85589200,5000000000000.0
2021-10-19,AAPL,145.22132873535156,148.75999450683594,76378900,5000000000000.0
2021-10-20,AAPL,145.70944213867188,149.25999450683594,58418800,5000000000000.0
2021-10-21,AAPL,145.9241943359375,149.47999572753906,61421000,5000000000000.0
2021-10-22,AAPL,145.15298461914062,148.69000244140625,58883400,5000000000000.0
2021-10-25,AAPL,145.1042022705078,148.63999938964844,50720600,5000000000000.0
2021-10-26,AAPL,145.76803588867188,149.32000732421875,60893400,5000000000000.0
2021-10-27,AAPL,145.30923461914062,148.85000610351562,56094900,5000000000000.0
2021-10-28,AAPL,148.94073486328125,152.57000732421875,100077900,5000000000000.0
2021-10-29,AAPL,146.23663330078125,149.8000030517578,124953200,5000000000000.0
2021-11-01,AAPL,145.41659545898438,148.9600067138672,74588300,5000000000000.0
2021-11-02,AAPL,146.4513702392578,150.02000427246094,69122000,5000000000000.0
2021-11-03,AAPL,147.8863983154297,151.49000549316406,54511500,5000000000000.0
2021-11-04,AAPL,147.36903381347656,150.9600067138672,60394600,5000000000000.0
2021-11-05,AAPL,147.89697265625,151.27999877929688,65463900,5000000000000.0
2021-11-08,AAPL,147.07571411132812,150.44000244140625,55020900,5000000000000.0
2021-11-09,AAPL,147.4374542236328,150.80999755859375,56787900,5000000000000.0
2021-11-10,AAPL,144.61209106445312,147.9199981689453,65187100,5000000000000.0
2021-11-11,AAPL,144.56320190429688,147.8699951171875,41000000,5000000000000.0
2021-11-12,AAPL,146.6358184814453,149.99000549316406,63804000,5000000000000.0
2021-11-15,AAPL,146.6455841064453,150.0,59222800,5000000000000.0
2021-11-16,AAPL,147.62318420410156,151.0,59256200,5000000000000.0
2021-11-17,AAPL,150.0574951171875,153.49000549316406,88807000,5000000000000.0
2021-11-18,AAPL,154.33956909179688,157.8699951171875,137827700,5000000000000.0
2021-11-19,AAPL,156.95962524414062,160.5500030517578,117305600,5000000000000.0
2021-11-22,AAPL,157.4191436767578,161.02000427246094,117467900,5000000000000.0
2021-11-23,AAPL,157.80038452148438,161.41000366210938,96041900,5000000000000.0
2021-11-24,AAPL,158.31857299804688,161.94000244140625,69463600,5000000000000.0
2021-11-26,AAPL,153.3032989501953,156.80999755859375,76959800,5000000000000.0
2021-11-29,AAPL,156.6565704345703,160.24000549316406,88748200,5000000000000.0
2021-11-30,AAPL,161.60340881347656,165.3000030517578,174048100,5000000000000.0
2021-12-01,AAPL,161.08526611328125,164.77000427246094,152052500,5000000000000.0
2021-12-02,AAPL,160.09786987304688,163.75999450683594,136739200,5000000000000.0
2021-12-03,AAPL,158.22079467773438,161.83999633789062,118023100,5000000000000.0
2021-12-06,AAPL,161.6229705810547,165.32000732421875,107497000,5000000000000.0
2021-12-07,AAPL,167.3519287109375,171.17999267578125,120405400,5000000000000.0
2021-12-08,AAPL,171.1647186279297,175.0800018310547,116998900,5000000000000.0
2021-12-09,AAPL,170.65631103515625,174.55999755859375,108923700,5000000000000.0
2021-12-10,AAPL,175.43695068359375,179.4499969482422,115402700,5000000000000.0
2021-12-13,AAPL,171.80995178222656,175.74000549316406,153237000,5000000000000.0
2021-12-14,AAPL,170.4314422607422,174.3300018310547,139380400,5000000000000.0
2021-12-15,AAPL,175.2903594970703,179.3000030517578,131063300,5000000000000.0
2021-12-16,AAPL,168.40774536132812,172.25999450683594,150185800,5000000000000.0
2021-12-17,AAPL,167.3127899169922,171.13999938964844,195432700,5000000000000.0
2021-12-20,AAPL,165.95388793945312,169.75,107499100,5000000000000.0
2021-12-21,AAPL,169.12144470214844,172.99000549316406,91185900,5000000000000.0
2021-12-22,AAPL,171.71221923828125,175.63999938964844,92135300,5000000000000.0
2021-12-23,AAPL,172.3378448486328,176.27999877929688,68356600,5000000000000.0
2021-12-27,AAPL,176.2973175048828,180.3300018310547,74919600,5000000000000.0
2021-12-28,AAPL,175.280517578125,179.2899932861328,79144300,5000000000000.0
2021-12-29,AAPL,175.3685302734375,179.3800048828125,62348900,5000000000000.0
2021-12-30,AAPL,174.2149200439453,178.1999969482422,59773000,5000000000000.0
2021-12-31,AAPL,173.59898376464844,177.57000732421875,64062300,5000000000000.0
2022-01-03,AAPL,177.93972778320312,182.00999450683594,104487900,5000000000000.0
2022-01-04,AAPL,175.681396484375,179.6999969482422,99310400,5000000000000.0
2022-01-05,AAPL,171.00830078125,174.9199981689453,94537600,5000000000000.0
2022-01-06,AAPL,168.15357971191406,172.0,96904000,5000000000000.0
2022-01-07,AAPL,168.31976318359375,172.1699981689453,86709100,5000000000000.0
2022-01-10,AAPL,168.33935546875,172.19000244140625,106765600,5000000000000.0
2022-01-11,AAPL,171.1647186279297,175.0800018310547,76138300,5000000000000.0
2022-01-12,AAPL,171.60462951660156,175.52999877929688,74805200,5000000000000.0
2022-01-13,AAPL,168.33935546875,172.19000244140625,84505800,5000000000000.0
2022-01-14,AAPL,169.1996612548828,173.07000732421875,80440800,5000000000000.0
2022-01-18,AAPL,166.00277709960938,169.8000030517578,90956700,5000000000000.0
2022-01-19,AAPL,162.51258850097656,166.22999572753906,94815000,5000000000000.0
2022-01-20,AAPL,160.83103942871094,164.50999450683594,91420500,5000000000000.0
2022-01-21,AAPL,158.77804565429688,162.41000366210938,122848900,5000000000000.0
2022-01-24,AAPL,158.00575256347656,161.6199951171875,162294600,5000000000000.0
2022-01-25,AAPL,156.2068328857422,159.77999877929688,115798400,5000000000000.0
2022-01-26,AAPL,156.11883544921875,159.69000244140625,108275300,5000000000000.0
2022-01-27,AAPL,155.65936279296875,159.22000122070312,121954600,5000000000000.0
2022-01-28,AAPL,166.5208740234375,170.3300018310547,179935700,5000000000000.0
2022-01-31,AAPL,170.87139892578125,174.77999877929688,115541600,5000000000000.0
2022-02-01,AAPL,170.70523071289062,174.61000061035156,86213900,5000000000000.0
2022-02-02,AAPL,171.90769958496094,175.83999633789062,84914300,5000000000000.0
2022-02-03,AAPL,169.0334014892578,172.89999389648438,89418100,5000000000000.0
2022-02-04,AAPL,168.74957275390625,172.38999938964844,82465400,5000000000000.0
2022-02-07,AAPL,168.03501892089844,171.66000366210938,77251200,5000000000000.0
2022-02-08,AAPL,171.1380615234375,174.8300018310547,74829200,5000000000000.0
2022-02-09,AAPL,172.55743408203125,176.27999877929688,71285000,5000000000000.0
2022-02-10,AAPL,168.4852752685547,172.1199951171875,90865900,5000000000000.0
2022-02-11,AAPL,165.07876586914062,168.63999938964844,98670700,5000000000000.0
2022-02-14,AAPL,165.31369018554688,168.8800048828125,86185500,5000000000000.0
2022-02-15,AAPL,169.14112854003906,172.7899932861328,62527400,5000000000000.0
2022-02-16,AAPL,168.90621948242188,172.5500030517578,61177400,5000000000000.0
2022-02-17,AAPL,165.31369018554688,168.8800048828125,69589300,5000000000000.0
2022-02-18,AAPL,163.76708984375,167.3000030517578,82772700,5000000000000.0
2022-02-22,AAPL,160.8500213623047,164.32000732421875,91162800,5000000000000.0
2022-02-23,AAPL,156.6897735595703,160.07000732421875,90009200,5000000000000.0
2022-02-24,AAPL,159.30335998535156,162.74000549316406,141147500,5000000000000.0
2022-02-25,AAPL,161.3688201904297,164.85000610351562,91974200,5000000000000.0
2022-02-28,AAPL,161.63308715820312,165.1199951171875,95056600,5000000000000.0
2022-03-01,AAPL,159.75364685058594,163.1999969482422,83474400,5000000000000.0
2022-03-02,AAPL,163.04269409179688,166.55999755859375,79724800,5000000000000.0
2022-03-03,AAPL,162.71966552734375,166.22999572753906,76678400,5000000000000.0
2022-03-04,AAPL,159.72427368164062,163.1699981689453,83737200,5000000000000.0
2022-03-07,AAPL,155.9359893798828,159.3000030517578,96418800,5000000000000.0
2022-03-08,AAPL,154.1152801513672,157.44000244140625,131148300,5000000000000.0
2022-03-09,AAPL,159.50894165039062,162.9499969482422,91454900,5000000000000.0
2022-03-10,AAPL,155.17247009277344,158.52000427246094,105342000,5000000000000.0
2022-03-11,AAPL,151.4625244140625,154.72999572753906,96970100,5000000000000.0
2022-03-14,AAPL,147.4392852783203,150.6199951171875,108732100,5000000000000.0
2022-03-15,AAPL,151.8148956298828,155.08999633789062,92964300,5000000000000.0
2022-03-16,AAPL,156.21990966796875,159.58999633789062,102300200,5000000000000.0
2022-03-17,AAPL,157.2281036376953,160.6199951171875,75615400,5000000000000.0
2022-03-18,AAPL,160.5171661376953,163.97999572753906,123511700,5000000000000.0
2022-03-21,AAPL,161.88760375976562,165.3800048828125,95811400,5000000000000.0
2022-03-22,AAPL,165.25498962402344,168.82000732421875,81532000,5000000000000.0
2022-03-23,AAPL,166.6156005859375,170.2100067138672,98062700,5000000000000.0
2022-03-24,AAPL,170.3941192626953,174.07000732421875,90131400,5000000000000.0
2022-03-25,AAPL,171.03038024902344,174.72000122070312,80546200,5000000000000.0
2022-03-28,AAPL,171.89181518554688,175.60000610351562,90371900,5000000000000.0
2022-03-29,AAPL,175.1808624267578,178.9600067138672,100589400,5000000000000.0
2022-03-30,AAPL,174.0159912109375,177.77000427246094,92633200,5000000000000.0
2022-03-31,AAPL,170.9226837158203,174.61000061035156,103049300,5000000000000.0
2022-04-01,AAPL,170.62905883789062,174.30999755859375,78751300,5000000000000.0
2022-04-04,AAPL,174.67181396484375,178.44000244140625,76468400,5000000000000.0
2022-04-05,AAPL,171.3632049560547,175.05999755859375,73401800,5000000000000.0
2022-04-06,AAPL,168.201416015625,171.8300018310547,89058800,5000000000000.0
2022-04-07,AAPL,168.50486755371094,172.13999938964844,77594700,5000000000000.0
2022-04-08,AAPL,166.49813842773438,170.08999633789062,76575500,5000000000000.0
2022-04-11,AAPL,162.249755859375,165.75,72246700,5000000000000.0
2022-04-12,AAPL,164.11947631835938,167.66000366210938,79265200,5000000000000.0
2022-04-13,AAPL,166.80160522460938,170.39999389648438,70618900,5000000000000.0
2022-04-14,AAPL,161.7995147705078,165.2899932861328,75329400,5000000000000.0
2022-04-18,AAPL,161.5841827392578,165.07000732421875,69023900,5000000000000.0
2022-04-19,AAPL,163.8649444580078,167.39999389648438,67723800,5000000000000.0
2022-04-20,AAPL,163.6985321044922,167.22999572753906,67929800,5000000000000.0
2022-04-21,AAPL,162.90567016601562,166.4199981689453,87227800,5000000000000.0
2022-04-22,AAPL,158.37342834472656,161.7899932861328,84882400,5000000000000.0
2022-04-25,AAPL,159.44039916992188,162.8800048828125,96046400,5000000000000.0
2022-04-26,AAPL,153.4888153076172,156.8000030517578,95623200,5000000000000.0
2022-04-27,AAPL,153.2637176513672,156.57000732421875,88063200,5000000000000.0
2022-04-28,AAPL,160.18435668945312,163.63999938964844,130216800,5000000000000.0
2022-04-29,AAPL,154.32083129882812,157.64999389648438,131747600,5000000000000.0
2022-05-02,AAPL,154.62432861328125,157.9600067138672,123055300,5000000000000.0
2022-05-03,AAPL,156.1122283935547,159.47999572753906,88966500,5000000000000.0
2022-05-04,AAPL,162.5141143798828,166.02000427246094,108256500,5000000000000.0
2022-05-05,AAPL,153.4594268798828,156.77000427246094,130525300,5000000000000.0
2022-05-06,AAPL,154.18487548828125,157.27999877929688,116124600,5000000000000.0
2022-05-09,AAPL,149.06756591796875,152.05999755859375,131577900,5000000000000.0
2022-05-10,AAPL,151.46939086914062,154.50999450683594,115366700,5000000000000.0
2022-05-11,AAPL,143.61700439453125,146.5,142689800,5000000000000.0
2022-05-12,AAPL,139.7545166015625,142.55999755859375,182602000,5000000000000.0
2022-05-13,AAPL,144.21499633789062,147.11000061035156,113990900,5000000000000.0
2022-05-16,AAPL,142.6759033203125,145.5399932861328,86643800,5000000000000.0
2022-05-17,AAPL,146.3030548095703,149.24000549316406,78336300,5000000000000.0
2022-05-18,AAPL,138.04879760742188,140.82000732421875,109742900,5000000000000.0
2022-05-19,AAPL,134.64706420898438,137.35000610351562,136095600,5000000000000.0
2022-05-20,AAPL,134.88238525390625,137.58999633789062,137426100,5000000000000.0
2022-05-23,AAPL,140.29371643066406,143.11000061035156,117726300,5000000000000.0
